"Target","Indicator","Indicator Name","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"4.5","4.5.1","Gross attendance ratio for tertiary education, urban, adjusted gender parity index (GPIA)","","","0.78","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, primary education, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)","","","1.72","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)","","","0.91","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, urban, adjusted wealth parity index (household survey data) (WPIA)","","","1.79","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.29","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)","","","0.15","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, poorest quintile, female, adjusted location parity index (LPIA)","","","1.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, middle quintile, adjusted location parity index (LPIA)","","","0.82","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, richest quintile, female, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.33","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)","","","0.81","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)","","","0.49","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, urban, adjusted gender parity index (household survey data) (GPIA)","","","1.01","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)","","","1.84","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)","","","1.86","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, second quintile, female, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.62","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, rural, adjusted wealth parity index (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)","","","1.00","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, poorest quintile, adjusted gender parity index (GPIA)","","","0.96","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, rural, adjusted gender parity index (household survey data) (GPIA)","","","0.57","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, fourth quintile, adjusted location parity index (LPIA)","","","0.89","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, middle quintile, adjusted gender parity index (GPIA)","","","0.98","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, urban, second quintile, adjusted gender parity index (GPIA)","","","0.86","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, urban, adjusted gender parity index (GPIA)","","","0.99","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, urban, second quintile, adjusted gender parity index (GPIA)","","","1.22","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, middle quintile, female, adjusted location parity index (LPIA)","","","1.04","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, urban, female, adjusted wealth parity index (WPIA)","","","0.06","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)","","","1.01","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)","","","1.20","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, richest quintile, female, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)","","","0.43","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, male, adjusted wealth parity index (WPIA)","","","0.86","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, richest quintile, male, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, urban, adjusted wealth parity index (WPIA)","","","0.07","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, female, adjusted location parity index (LPIA)","","","1.06","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, rural, male, adjusted wealth parity index (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, adjusted gender parity index (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)","","","0.88","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, adjusted gender parity index (GPIA)","","","0.85","","","","","","","",""
"4.5","4.5.1","Gross attendance ratio for tertiary education, rural, male, adjusted wealth parity index (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, rural, female, adjusted wealth parity index (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, urban, male, adjusted wealth parity index (WPIA)","","","0.75","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, rural, poorest quintile, adjusted gender parity index (GPIA)","","","0.74","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, male, adjusted wealth parity index (WPIA)","","","0.60","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, middle quintile, female, adjusted location parity index (LPIA)","","","0.85","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, rural, richest quintile, adjusted gender parity index (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted wealth parity index (WPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.57","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, male, adjusted wealth parity index (WPIA)","","","0.33","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, rural, fourth quintile, adjusted gender parity index (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, richest quintile, male, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, female, adjusted location parity index (LPIA)","","","0.89","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, fourth quintile, female, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, adjusted gender parity index (GPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, male, adjusted location parity index (household survey data) (LPIA)","","","1.39","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for children of primary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)","","","0.98","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, rural, adjusted gender parity index (GPIA)","","","0.86","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)","","","1.89","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for adolescents of lower secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)","","","1.98","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, poorest quintile, female, adjusted location parity index (LPIA)","","","1.01","","","","","","","",""
"4.5","4.5.1","Completion rate, primary education, urban, middle quintile, adjusted gender parity index (GPIA)","","","1.00","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, poorest quintile, male, adjusted location parity index (LPIA)","","","1.15","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, rural, middle quintile, adjusted gender parity index (GPIA)","","","0.98","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, richest quintile, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Completion rate, upper secondary education, second quintile, male, adjusted location parity index (LPIA)","","","1.34","","","","","","","",""
"4.5","4.5.1","Out-of-school rate for youth of upper secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)","","","1.11","","","","","","","",""
"4.5","4.5.1","Completion rate, lower secondary education, urban, female, adjusted wealth parity index (WPIA)","","","0.75","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male, adjusted location parity index (LPIA)","","","0.00","","","","","","","",""
"4.5","4.5.1","Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, adjusted gender parity index (GPIA)","","","1.13","","","","","","","",""
"4.5","4.5.1","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted location parity index (LPIA)","","","","0.90","","","","0.32","","",""
"4.5","4.5.1","Percentage of students in early grades who have their first or home language as language of instruction, adjusted gender parity index (GPIA)","","","","1.01","","","","1.03","","",""
"4.5","4.5.1","Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)","","","","1.22","","","","0.68","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension – adjusted wealth parity index (WPIA)","","","","0.37","","","","0.45","","",""
"4.5","4.5.1","Percentage of students experiencing bullying in the last 12 months in primary education, adjusted gender parity index (GPIA)","","","","0.91","","","","0.89","","",""
"4.5","4.5.1","Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, adjusted speaks language of the test parity index (LTPIA)","","","","0.28","","","","0.48","","",""
"4.5","4.5.1","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)","","","","0.52","","","","0.65","","",""
"4.5","4.5.1","Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)","","","","0.98","","","","1.00","","",""
"4.5","4.5.1","Percentage of students in early grades who have their first or home language as language of instruction, adjusted wealth parity index (WPIA)","","","","0.91","","","","0.79","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted gender parity index (GPIA)","","","","1.22","","","","1.07","","",""
"4.5","4.5.1","Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)","","","","1.57","","","","0.50","","",""
"4.5","4.5.1","Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, adjusted wealth parity index (WPIA)","","","","0.25","","","","","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted gender parity index (GPIA)","","","","1.24","","","","1.09","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted gender parity index (GPIA)","","","","1.18","","","","1.08","","",""
"4.5","4.5.1","Percentage of students experiencing bullying in the last 12 months in primary education, adjusted wealth parity index (WPIA)","","","","1.04","","","","1.04","","",""
"4.5","4.5.1","Percentage of students in early grades who have their first or home language as language of instruction, adjusted location parity index (LPIA)","","","","0.90","","","","0.65","","",""
"4.5","4.5.1","Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted location parity index (LPIA)","","","","0.84","","","0.96","0.65","","",""
"4.5","4.5.1","Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted wealth parity index (WPIA)","","","","0.90","","","0.93","0.85","","",""
"4.5","4.5.1","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, adjusted wealth parity index (WPIA)","","","","0.55","","","","","","",""
"4.5","4.5.1","Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted wealth parity index (WPIA)","","","","0.59","","","","","","",""
"4.5","4.5.1","Proportion of children/young people at the age of primary education prepared for the future in mathematics, adjusted gender parity index (GPIA)","","","","0.98","","","","","","",""
"4.5","4.5.1","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, adjusted gender parity index (GPIA)","","","","0.68","","","","","","",""
"4.5","4.5.1","Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, adjusted gender parity index (GPIA)","","","","0.67","","","","","","",""
"4.5","4.5.1","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)","","","","1.05","","","","1.09","","",""
"4.5","4.5.1","Percentage of teachers in lower secondary education who received in-service training in the last 12 months by type of training, adjusted gender parity index (GPIA)","","","","1.00","","","1.01","","","",""
"4.5","4.5.1","Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, adjusted speaks language of the test parity index (LTPIA)","","","","0.18","","","","0.30","","",""
"4.5","4.5.1","Proportion of children/young people at the age of lower secondary education prepared for the future in mathematics, adjusted gender parity index (GPIA)","","","","1.02","","","","","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted wealth parity index (WPIA)","","","","0.72","","","","0.67","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension – adjusted gender parity index (GPIA)","","","","1.13","","","","1.05","","",""
"4.5","4.5.1","Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, adjusted gender parity index (GPIA)","","","","0.84","","","","","","",""
"4.5","4.5.1","Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted gender parity index (GPIA)","","","","1.03","","","1.03","1.05","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted wealth parity index (WPIA)","","","","0.94","","","","0.92","","",""
"4.5","4.5.1","Percentage of teachers in primary education who received in-service training in the last 12 months by type of training, adjusted gender parity index (GPIA)","","","","0.86","","","","","","",""
"4.5","4.5.1","Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)","","","","0.63","","","","0.78","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted wealth parity index (WPIA)","","","","0.66","","","","0.64","","",""
"4.5","4.5.1","Proportion of youth and adults who have created electronic presentations with presentation software, adjusted gender parity index (GPIA)","","","","","0.67","0.67","","0.72","","",""
"4.5","4.5.1","Proportion of youth and adults who have Transferred files between a computer and other devices, adjusted gender parity index (GPIA)","","","","","0.61","0.65","","0.67","","",""
"4.5","4.5.1","Proportion of youth and adults who have wrote a computer program using a specialised programming language, adjusted gender parity index (GPIA)","","","","","0.40","0.41","","0.40","","",""
"4.5","4.5.1","Proportion of youth and adults who have copied or moved a file or folder, adjusted gender parity index (GPIA)","","","","","0.64","0.67","","0.69","","",""
"4.5","4.5.1","Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, adjusted gender parity index (GPIA)","","","","","","","1.11","","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted location parity index (LPIA)","","","","","","","","0.95","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted location parity index (LPIA)","","","","","","","","1.06","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension – adjusted location parity index (LPIA)","","","","","","","","0.68","","",""
"4.5","4.5.1","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted location parity index (LPIA)","","","","","","","","0.91","","",""
"4.5","4.5.2","Percentage of students in early grades who have their first or home language as language of instruction, very affluent socioeconomic background, both sexes (%)","","","","89.23","","","","96.43","","",""
"4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)","","","","93.09","","","94.64","89.98","","",""
"4.5","4.5.2","Percentage of students in early grades who have their first or home language as language of instruction, male (%)","","","","84.43","","","","84.33","","",""
"4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)","","","","90.20","","","91.44","85.62","","",""
"4.5","4.5.2","Percentage of students in early grades who have their first or home language as language of instruction, female (%)","","","","84.88","","","","86.99","","",""
"4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, very poor socioeconomic background, both sexes (%)","","","","87.38","","","89.56","82.31","","",""
"4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, urban, both sexes (%)","","","","93.84","","","93.23","93.04","","",""
"4.5","4.5.2","Percentage of students in early grades who have their first or home language as language of instruction, urban, both sexes (%)","","","","86.18","","","","91.68","","",""
"4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, both sexes (%)","","","","91.61","","","93.03","87.81","","",""
"4.5","4.5.2","Percentage of students in early grades who have their first or home language as language of instruction, both sexes (%)","","","","84.66","","","","85.73","","",""
"4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, very affluent socioeconomic background, both sexes (%)","","","","96.56","","","96.49","96.32","","",""
"4.5","4.5.2","Percentage of students in lower secondary education who have their first or home language as language of instruction, rural, both sexes (%)","","","","78.80","","","89.68","60.88","","",""
"4.5","4.5.2","Percentage of students in early grades who have their first or home language as language of instruction, very poor socioeconomic background, both sexes (%)","","","","81.11","","","","76.59","","",""
"4.5","4.5.2","Percentage of students in early grades who have their first or home language as language of instruction, rural, both sexes (%)","","","","77.90","","","","59.77","","",""
"4.5","4.5.3","Existence of funding mechanisms to reallocate education resources to disadvantaged populations","","","","","","","","","0.00","",""
"4.5","4.5.4","Initial government funding per primary student as a percentage of GDP per capita","11.81","11.68","12.34","12.40","13.10","11.54","11.48","13.16","","",""
"4.5","4.5.4","Initial government funding per pre-primary student, constant PPP$","3,132.96","3,279.29","3,603.55","3,655.09","3,908.97","3,592.45","3,901.36","4,293.10","","",""
"4.5","4.5.4","Initial government funding per pre-primary student as a percentage of GDP per capita","14.57","14.30","15.27","14.89","15.68","13.58","14.45","15.90","","",""
"4.5","4.5.4","Initial government funding per primary student, constant PPP$","2,539.50","2,677.76","2,910.42","3,044.58","3,267.28","3,054.06","3,100.42","3,553.22","","",""
"4.5","4.5.4","Initial government funding per tertiary student, constant PPP$","9,914.32","9,531.89","9,266.10","8,518.48","8,868.31","8,669.37","8,541.92","7,860.24","","",""
"4.5","4.5.4","Initial household funding per secondary student, constant PPP$","937.64","895.14","1,056.47","1,014.53","1,193.17","983.22","1,165.19","1,232.29","","",""
"4.5","4.5.4","Initial government funding per secondary student as a percentage of GDP per capita","14.17","14.63","14.92","15.20","16.22","13.03","13.31","14.56","","",""
"4.5","4.5.4","Initial household funding per tertiary student, constant PPP$","531.75","401.84","381.81","161.42","","","","293.83","","",""
"4.5","4.5.4","Initial government funding per lower secondary student, constant PPP$","2,475.28","2,681.26","2,936.40","3,056.97","3,272.79","2,948.32","2,996.04","3,422.60","","",""
"4.5","4.5.4","Initial government funding per secondary student, constant PPP$","3,046.75","3,355.92","3,519.76","3,731.93","4,044.07","3,446.25","3,594.39","3,931.31","","",""
"4.5","4.5.4","Initial government funding per upper secondary student as a percentage of GDP per capita","17.52","18.39","17.91","18.38","19.95","14.85","15.50","16.46","","",""
"4.5","4.5.4","Initial household funding per primary student, constant PPP$","435.80","486.53","574.86","635.93","671.47","666.69","622.06","825.00","","",""
"4.5","4.5.4","Initial household funding per tertiary student as a percentage of GDP per capita","2.47","1.75","1.62","0.66","","","","1.09","","",""
"4.5","4.5.4","Initial government funding per upper secondary student, constant PPP$","3,767.25","4,217.94","4,224.92","4,511.38","4,973.20","3,928.79","4,187.12","4,443.03","","",""
"4.5","4.5.4","Initial household funding per primary student as a percentage of GDP per capita","2.03","2.12","2.44","2.59","2.69","2.52","2.30","3.06","","",""
"4.5","4.5.4","Initial household funding per secondary student as a percentage of GDP per capita","4.36","3.90","4.48","4.13","4.79","3.72","4.31","4.56","","",""
"4.5","4.5.4","Initial government funding per tertiary student as a percentage of GDP per capita","46.10","41.56","39.27","34.70","35.57","32.77","31.63","29.11","","",""
"4.5","4.5.4","Initial government funding per lower secondary student as a percentage of GDP per capita","11.51","11.69","12.45","12.45","13.13","11.14","11.09","12.68","","",""
"4.5","4.5.5","Percentage of total aid to education allocated to least developed countries (%)","","","","","","","1.05","10.06","6.86","9.93",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, high socio-economic status (%)","","","","81.51","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, low socio-economic status (%)","","","","45.13","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, both sexes (%)","","","","48.79","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, male (%)","","","","57.74","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, non-immigrant background (%)","","","","48.83","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, non-immigrant background (%)","","","","53.48","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, female (%)","","","","39.38","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, female (%)","","","","48.78","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, low socio-economic status (%)","","","","49.69","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, male (%)","","","","57.83","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)","","","","53.35","","","","","","",""
"4.6","4.6.1","Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, high socio-economic status (%)","","","","83.64","","","","","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, female (%)","91.60","92.14","92.40","92.65","93.56","93.50","","94.42","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, male (%)","98.26","98.40","98.50","98.58","98.78","98.82","","99.08","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, urban, female (%)","93.63","93.09","93.34","93.56","","","","","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, urban, female (%)","95.37","95.08","95.41","95.66","","","","","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, urban, both sexes (%)","96.21","95.85","96.02","96.16","","","","","","",""
"4.6","4.6.2","Elderly literacy rate, population 65+ years, urban, female (%)","66.88","67.07","68.19","69.35","","","","","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, urban, male (%)","99.22","99.13","99.19","99.22","","","","","","",""
"4.6","4.6.2","Elderly literacy rate, population 65+ years, urban, both sexes (%)","77.59","77.56","78.52","79.50","","","","","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, both sexes (%)","99.02","99.23","99.36","99.49","99.62","99.75","","99.91","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, rural, male (%)","98.15","98.22","98.32","98.38","","","","","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, female (%)","94.03","94.51","94.88","95.18","95.52","95.93","","96.85","","",""
"4.6","4.6.2","Elderly literacy rate, population 65+ years, urban, male (%)","91.61","91.16","91.87","92.56","","","","","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, rural, both sexes (%)","94.16","94.38","94.67","94.92","","","","","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, urban, male (%)","99.67","99.71","99.77","99.82","","","","","","",""
"4.6","4.6.2","Elderly literacy rate, population 65+ years, rural, both sexes (%)","70.57","70.98","72.09","73.02","","","","","","",""
"4.6","4.6.2","Elderly literacy rate, population 65+ years, both sexes (%)","74.63","76.08","77.08","78.09","88.13","80.44","","83.08","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, rural, female (%)","86.24","86.02","86.15","86.34","","","","","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, rural, male (%)","96.83","96.89","97.01","97.13","","","","","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, both sexes (%)","96.50","96.77","97.00","97.17","97.38","97.62","","98.18","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, urban, male (%)","98.81","98.64","98.72","98.79","","","","","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, rural, female (%)","97.05","98.07","98.41","98.75","","","","","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, both sexes (%)","94.92","95.26","95.44","95.60","96.17","96.15","","96.74","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, male (%)","98.95","99.02","99.09","99.13","99.21","99.29","","99.49","","",""
"4.6","4.6.2","Elderly literacy rate, population 65+ years, female (%)","63.18","65.09","66.23","67.43","81.25","70.43","","73.97","","",""
